,year,country,word,frequency,count,freq_prop_headlines,word_len,freq_rank,hfreq_rank,word_type
14769,2012,South Africa,african,0.0,355,0.0,7,85.0,85.0,ADJ
14770,2013,South Africa,african,2.0,402,0.004975124378109453,7,85.0,85.0,ADJ
14771,2014,South Africa,african,3.0,400,0.0075,7,85.0,85.0,ADJ
14772,2015,South Africa,african,4.0,580,0.006896551724137931,7,85.0,85.0,ADJ
14773,2016,South Africa,african,5.0,1010,0.0049504950495049506,7,85.0,85.0,ADJ
14774,2017,South Africa,african,21.0,2320,0.009051724137931035,7,85.0,85.0,ADJ
14775,2018,South Africa,african,27.0,3204,0.008426966292134831,7,85.0,85.0,ADJ
14776,2019,South Africa,african,32.0,3582,0.00893355667225014,7,85.0,85.0,ADJ
14777,2020,South Africa,african,33.0,3882,0.008500772797527048,7,85.0,85.0,ADJ
14778,2021,South Africa,african,16.0,2553,0.00626713670191931,7,85.0,85.0,ADJ
19204,2005,South Africa,hair,0.0,1,0.0,4,86.0,86.0,NOUN
19205,2006,South Africa,hair,0.0,1,0.0,4,86.0,86.0,NOUN
19206,2009,South Africa,hair,0.0,1,0.0,4,86.0,86.0,NOUN
19207,2010,South Africa,hair,0.0,64,0.0,4,86.0,86.0,NOUN
19208,2011,South Africa,hair,1.0,239,0.0041841004184100415,4,86.0,86.0,NOUN
19209,2012,South Africa,hair,0.0,355,0.0,4,86.0,86.0,NOUN
19210,2013,South Africa,hair,1.0,402,0.0024875621890547263,4,86.0,86.0,NOUN
19211,2014,South Africa,hair,0.0,400,0.0,4,86.0,86.0,NOUN
19212,2015,South Africa,hair,0.0,580,0.0,4,86.0,86.0,NOUN
19213,2016,South Africa,hair,5.0,1010,0.0049504950495049506,4,86.0,86.0,NOUN
19214,2017,South Africa,hair,10.0,2320,0.004310344827586207,4,86.0,86.0,NOUN
19215,2018,South Africa,hair,15.0,3204,0.0046816479400749065,4,86.0,86.0,NOUN
19216,2019,South Africa,hair,17.0,3582,0.004745951982132886,4,86.0,86.0,NOUN
19217,2020,South Africa,hair,19.0,3882,0.004894384337970119,4,86.0,86.0,NOUN
19218,2021,South Africa,hair,16.0,2553,0.00626713670191931,4,86.0,86.0,NOUN
19459,2005,South Africa,heart,0.0,1,0.0,5,87.0,87.0,NOUN
19460,2006,South Africa,heart,0.0,1,0.0,5,87.0,87.0,NOUN
19461,2009,South Africa,heart,0.0,1,0.0,5,87.0,87.0,NOUN
19462,2010,South Africa,heart,0.0,64,0.0,5,87.0,87.0,NOUN
19463,2011,South Africa,heart,0.0,239,0.0,5,87.0,87.0,NOUN
19464,2012,South Africa,heart,0.0,355,0.0,5,87.0,87.0,NOUN
19465,2013,South Africa,heart,1.0,402,0.0024875621890547263,5,87.0,87.0,NOUN
19466,2014,South Africa,heart,1.0,400,0.0025,5,87.0,87.0,NOUN
19467,2015,South Africa,heart,5.0,580,0.008620689655172414,5,87.0,87.0,NOUN
19468,2016,South Africa,heart,6.0,1010,0.005940594059405941,5,87.0,87.0,NOUN
19469,2017,South Africa,heart,13.0,2320,0.005603448275862069,5,87.0,87.0,NOUN
19470,2018,South Africa,heart,17.0,3204,0.005305867665418227,5,87.0,87.0,NOUN
19471,2019,South Africa,heart,11.0,3582,0.0030709101060859855,5,87.0,87.0,NOUN
19472,2020,South Africa,heart,14.0,3882,0.0036063884595569293,5,87.0,87.0,NOUN
19473,2021,South Africa,heart,16.0,2553,0.00626713670191931,5,87.0,87.0,NOUN
23194,2005,South Africa,president,0.0,1,0.0,9,91.0,91.0,NOUN
23195,2006,South Africa,president,0.0,1,0.0,9,91.0,91.0,NOUN
23196,2009,South Africa,president,0.0,1,0.0,9,91.0,91.0,NOUN
23197,2010,South Africa,president,0.0,64,0.0,9,91.0,91.0,NOUN
23198,2011,South Africa,president,0.0,239,0.0,9,91.0,91.0,NOUN
23199,2012,South Africa,president,0.0,355,0.0,9,91.0,91.0,NOUN
23200,2013,South Africa,president,2.0,402,0.004975124378109453,9,91.0,91.0,NOUN
23201,2014,South Africa,president,3.0,400,0.0075,9,91.0,91.0,NOUN
23202,2015,South Africa,president,3.0,580,0.005172413793103448,9,91.0,91.0,NOUN
23203,2016,South Africa,president,4.0,1010,0.0039603960396039604,9,91.0,91.0,NOUN
23204,2017,South Africa,president,16.0,2320,0.006896551724137931,9,91.0,91.0,NOUN
23205,2018,South Africa,president,19.0,3204,0.005930087390761548,9,91.0,91.0,NOUN
23206,2019,South Africa,president,19.0,3582,0.00530429927414852,9,91.0,91.0,NOUN
23207,2020,South Africa,president,20.0,3882,0.005151983513652756,9,91.0,91.0,NOUN
23208,2021,South Africa,president,16.0,2553,0.00626713670191931,9,91.0,91.0,NOUN
24364,2005,South Africa,save,0.0,1,0.0,4,92.0,92.0,VERB
24365,2006,South Africa,save,0.0,1,0.0,4,92.0,92.0,VERB
24366,2009,South Africa,save,0.0,1,0.0,4,92.0,92.0,VERB
24367,2010,South Africa,save,0.0,64,0.0,4,92.0,92.0,VERB
24368,2011,South Africa,save,1.0,239,0.0041841004184100415,4,92.0,92.0,VERB
24369,2012,South Africa,save,2.0,355,0.005633802816901409,4,92.0,92.0,VERB
24370,2013,South Africa,save,3.0,402,0.007462686567164179,4,92.0,92.0,VERB
24371,2014,South Africa,save,3.0,400,0.0075,4,92.0,92.0,VERB
24372,2015,South Africa,save,6.0,580,0.010344827586206896,4,92.0,92.0,VERB
24373,2016,South Africa,save,7.0,1010,0.006930693069306931,4,92.0,92.0,VERB
24374,2017,South Africa,save,13.0,2320,0.005603448275862069,4,92.0,92.0,VERB
24375,2018,South Africa,save,23.0,3204,0.00717852684144819,4,92.0,92.0,VERB
24376,2019,South Africa,save,27.0,3582,0.007537688442211055,4,92.0,92.0,VERB
24377,2020,South Africa,save,27.0,3882,0.006955177743431221,4,92.0,92.0,VERB
24378,2021,South Africa,save,16.0,2553,0.00626713670191931,4,92.0,92.0,VERB
25339,2005,South Africa,steal,0.0,1,0.0,5,95.0,95.0,VERB
25340,2006,South Africa,steal,0.0,1,0.0,5,95.0,95.0,VERB
25341,2009,South Africa,steal,0.0,1,0.0,5,95.0,95.0,VERB
25342,2010,South Africa,steal,0.0,64,0.0,5,95.0,95.0,VERB
25343,2011,South Africa,steal,2.0,239,0.008368200836820083,5,95.0,95.0,VERB
25344,2012,South Africa,steal,1.0,355,0.0028169014084507044,5,95.0,95.0,VERB
25345,2013,South Africa,steal,0.0,402,0.0,5,95.0,95.0,VERB
25346,2014,South Africa,steal,2.0,400,0.005,5,95.0,95.0,VERB
25347,2015,South Africa,steal,6.0,580,0.010344827586206896,5,95.0,95.0,VERB
25348,2016,South Africa,steal,4.0,1010,0.0039603960396039604,5,95.0,95.0,VERB
25349,2017,South Africa,steal,8.0,2320,0.0034482758620689655,5,95.0,95.0,VERB
25350,2018,South Africa,steal,21.0,3204,0.006554307116104869,5,95.0,95.0,VERB
25351,2019,South Africa,steal,19.0,3582,0.00530429927414852,5,95.0,95.0,VERB
25352,2020,South Africa,steal,16.0,3882,0.004121586810922205,5,95.0,95.0,VERB
25353,2021,South Africa,steal,16.0,2553,0.00626713670191931,5,95.0,95.0,VERB
27049,2005,South Africa,wife,0.0,1,0.0,4,98.0,98.0,NOUN
27050,2006,South Africa,wife,0.0,1,0.0,4,98.0,98.0,NOUN
27051,2009,South Africa,wife,0.0,1,0.0,4,98.0,98.0,NOUN
27052,2010,South Africa,wife,0.0,64,0.0,4,98.0,98.0,NOUN
27053,2011,South Africa,wife,2.0,239,0.008368200836820083,4,98.0,98.0,NOUN
27054,2012,South Africa,wife,1.0,355,0.0028169014084507044,4,98.0,98.0,NOUN
27055,2013,South Africa,wife,1.0,402,0.0024875621890547263,4,98.0,98.0,NOUN
27056,2014,South Africa,wife,7.0,400,0.0175,4,98.0,98.0,NOUN
27057,2015,South Africa,wife,4.0,580,0.006896551724137931,4,98.0,98.0,NOUN
27058,2016,South Africa,wife,12.0,1010,0.011881188118811881,4,98.0,98.0,NOUN
27059,2017,South Africa,wife,17.0,2320,0.007327586206896552,4,98.0,98.0,NOUN
27060,2018,South Africa,wife,37.0,3204,0.011548064918851436,4,98.0,98.0,NOUN
27061,2019,South Africa,wife,24.0,3582,0.006700167504187605,4,98.0,98.0,NOUN
27062,2020,South Africa,wife,35.0,3882,0.009015971148892323,4,98.0,98.0,NOUN
27063,2021,South Africa,wife,16.0,2553,0.00626713670191931,4,98.0,98.0,NOUN
27139,2005,South Africa,witness,0.0,1,0.0,7,99.0,99.0,NOUN
27140,2006,South Africa,witness,0.0,1,0.0,7,99.0,99.0,NOUN
27141,2009,South Africa,witness,0.0,1,0.0,7,99.0,99.0,NOUN
27142,2010,South Africa,witness,0.0,64,0.0,7,99.0,99.0,NOUN
27143,2011,South Africa,witness,1.0,239,0.0041841004184100415,7,99.0,99.0,NOUN
27144,2012,South Africa,witness,0.0,355,0.0,7,99.0,99.0,NOUN
27145,2013,South Africa,witness,1.0,402,0.0024875621890547263,7,99.0,99.0,NOUN
27146,2014,South Africa,witness,2.0,400,0.005,7,99.0,99.0,NOUN
27147,2015,South Africa,witness,4.0,580,0.006896551724137931,7,99.0,99.0,NOUN
27148,2016,South Africa,witness,4.0,1010,0.0039603960396039604,7,99.0,99.0,NOUN
27149,2017,South Africa,witness,2.0,2320,0.0008620689655172414,7,99.0,99.0,NOUN
27150,2018,South Africa,witness,11.0,3204,0.003433208489388265,7,99.0,99.0,NOUN
27151,2019,South Africa,witness,11.0,3582,0.0030709101060859855,7,99.0,99.0,NOUN
27152,2020,South Africa,witness,7.0,3882,0.0018031942297784646,7,99.0,99.0,NOUN
27153,2021,South Africa,witness,16.0,2553,0.00626713670191931,7,99.0,99.0,NOUN
15544,2005,South Africa,beat,0.0,1,0.0,4,101.0,101.0,VERB
15545,2006,South Africa,beat,0.0,1,0.0,4,101.0,101.0,VERB
15546,2009,South Africa,beat,0.0,1,0.0,4,101.0,101.0,VERB
15547,2010,South Africa,beat,0.0,64,0.0,4,101.0,101.0,VERB
15548,2011,South Africa,beat,3.0,239,0.012552301255230125,4,101.0,101.0,VERB
15549,2012,South Africa,beat,5.0,355,0.014084507042253521,4,101.0,101.0,VERB
15550,2013,South Africa,beat,1.0,402,0.0024875621890547263,4,101.0,101.0,VERB
15551,2014,South Africa,beat,4.0,400,0.01,4,101.0,101.0,VERB
15552,2015,South Africa,beat,3.0,580,0.005172413793103448,4,101.0,101.0,VERB
15553,2016,South Africa,beat,11.0,1010,0.01089108910891089,4,101.0,101.0,VERB
15554,2017,South Africa,beat,20.0,2320,0.008620689655172414,4,101.0,101.0,VERB
15555,2018,South Africa,beat,18.0,3204,0.0056179775280898875,4,101.0,101.0,VERB
15556,2019,South Africa,beat,27.0,3582,0.007537688442211055,4,101.0,101.0,VERB
15557,2020,South Africa,beat,30.0,3882,0.0077279752704791345,4,101.0,101.0,VERB
15558,2021,South Africa,beat,15.0,2553,0.005875440658049354,4,101.0,101.0,VERB
23494,2005,South Africa,queen,0.0,1,0.0,5,106.0,106.0,NOUN
23495,2006,South Africa,queen,0.0,1,0.0,5,106.0,106.0,NOUN
23496,2009,South Africa,queen,0.0,1,0.0,5,106.0,106.0,NOUN
23497,2010,South Africa,queen,0.0,64,0.0,5,106.0,106.0,NOUN
23498,2011,South Africa,queen,1.0,239,0.0041841004184100415,5,106.0,106.0,NOUN
23499,2012,South Africa,queen,1.0,355,0.0028169014084507044,5,106.0,106.0,NOUN
23500,2013,South Africa,queen,0.0,402,0.0,5,106.0,106.0,NOUN
23501,2014,South Africa,queen,0.0,400,0.0,5,106.0,106.0,NOUN
23502,2015,South Africa,queen,2.0,580,0.0034482758620689655,5,106.0,106.0,NOUN
23503,2016,South Africa,queen,2.0,1010,0.0019801980198019802,5,106.0,106.0,NOUN
23504,2017,South Africa,queen,6.0,2320,0.002586206896551724,5,106.0,106.0,NOUN
23505,2018,South Africa,queen,20.0,3204,0.006242197253433208,5,106.0,106.0,NOUN
23506,2019,South Africa,queen,16.0,3582,0.00446677833612507,5,106.0,106.0,NOUN
23507,2020,South Africa,queen,17.0,3882,0.004379185986604843,5,106.0,106.0,NOUN
23508,2021,South Africa,queen,15.0,2553,0.005875440658049354,5,106.0,106.0,NOUN
24454,2005,South Africa,search,0.0,1,0.0,6,107.0,107.0,NOUN
24455,2006,South Africa,search,0.0,1,0.0,6,107.0,107.0,NOUN
24456,2009,South Africa,search,0.0,1,0.0,6,107.0,107.0,NOUN
24457,2010,South Africa,search,0.0,64,0.0,6,107.0,107.0,NOUN
24458,2011,South Africa,search,1.0,239,0.0041841004184100415,6,107.0,107.0,NOUN
24459,2012,South Africa,search,0.0,355,0.0,6,107.0,107.0,NOUN
24460,2013,South Africa,search,1.0,402,0.0024875621890547263,6,107.0,107.0,NOUN
24461,2014,South Africa,search,2.0,400,0.005,6,107.0,107.0,NOUN
24462,2015,South Africa,search,3.0,580,0.005172413793103448,6,107.0,107.0,NOUN
24463,2016,South Africa,search,8.0,1010,0.007920792079207921,6,107.0,107.0,NOUN
24464,2017,South Africa,search,10.0,2320,0.004310344827586207,6,107.0,107.0,NOUN
24465,2018,South Africa,search,11.0,3204,0.003433208489388265,6,107.0,107.0,NOUN
24466,2019,South Africa,search,33.0,3582,0.009212730318257957,6,107.0,107.0,NOUN
24467,2020,South Africa,search,32.0,3882,0.00824317362184441,6,107.0,107.0,NOUN
24468,2021,South Africa,search,15.0,2553,0.005875440658049354,6,107.0,107.0,NOUN
24709,2005,South Africa,sexual,0.0,1,0.0,6,109.0,109.0,ADJ
24710,2006,South Africa,sexual,0.0,1,0.0,6,109.0,109.0,ADJ
24711,2009,South Africa,sexual,0.0,1,0.0,6,109.0,109.0,ADJ
24712,2010,South Africa,sexual,0.0,64,0.0,6,109.0,109.0,ADJ
24713,2011,South Africa,sexual,0.0,239,0.0,6,109.0,109.0,ADJ
24714,2012,South Africa,sexual,0.0,355,0.0,6,109.0,109.0,ADJ
24715,2013,South Africa,sexual,1.0,402,0.0024875621890547263,6,109.0,109.0,ADJ
24716,2014,South Africa,sexual,2.0,400,0.005,6,109.0,109.0,ADJ
24717,2015,South Africa,sexual,2.0,580,0.0034482758620689655,6,109.0,109.0,ADJ
24718,2016,South Africa,sexual,1.0,1010,0.0009900990099009901,6,109.0,109.0,ADJ
24719,2017,South Africa,sexual,15.0,2320,0.00646551724137931,6,109.0,109.0,ADJ
24720,2018,South Africa,sexual,12.0,3204,0.003745318352059925,6,109.0,109.0,ADJ
24721,2019,South Africa,sexual,12.0,3582,0.0033500837520938024,6,109.0,109.0,ADJ
24722,2020,South Africa,sexual,13.0,3882,0.0033487892838742917,6,109.0,109.0,ADJ
24723,2021,South Africa,sexual,15.0,2553,0.005875440658049354,6,109.0,109.0,ADJ
24844,2005,South Africa,shooting,0.0,1,0.0,8,110.0,110.0,VERB
24845,2006,South Africa,shooting,0.0,1,0.0,8,110.0,110.0,VERB
24846,2009,South Africa,shooting,0.0,1,0.0,8,110.0,110.0,VERB
24847,2010,South Africa,shooting,0.0,64,0.0,8,110.0,110.0,VERB
24848,2011,South Africa,shooting,0.0,239,0.0,8,110.0,110.0,VERB
24849,2012,South Africa,shooting,0.0,355,0.0,8,110.0,110.0,VERB
24850,2013,South Africa,shooting,1.0,402,0.0024875621890547263,8,110.0,110.0,VERB
24851,2014,South Africa,shooting,0.0,400,0.0,8,110.0,110.0,VERB
24852,2015,South Africa,shooting,0.0,580,0.0,8,110.0,110.0,VERB
24853,2016,South Africa,shooting,3.0,1010,0.0029702970297029703,8,110.0,110.0,VERB
24854,2017,South Africa,shooting,7.0,2320,0.003017241379310345,8,110.0,110.0,VERB
24855,2018,South Africa,shooting,6.0,3204,0.0018726591760299626,8,110.0,110.0,VERB
24856,2019,South Africa,shooting,12.0,3582,0.0033500837520938024,8,110.0,110.0,VERB
24857,2020,South Africa,shooting,14.0,3882,0.0036063884595569293,8,110.0,110.0,VERB
24858,2021,South Africa,shooting,15.0,2553,0.005875440658049354,8,110.0,110.0,VERB
15484,2005,South Africa,battle,0.0,1,0.0,6,111.0,111.0,NOUN
15485,2006,South Africa,battle,0.0,1,0.0,6,111.0,111.0,NOUN
15486,2009,South Africa,battle,0.0,1,0.0,6,111.0,111.0,NOUN
15487,2010,South Africa,battle,0.0,64,0.0,6,111.0,111.0,NOUN
15488,2011,South Africa,battle,1.0,239,0.0041841004184100415,6,111.0,111.0,NOUN
15489,2012,South Africa,battle,1.0,355,0.0028169014084507044,6,111.0,111.0,NOUN
15490,2013,South Africa,battle,4.0,402,0.009950248756218905,6,111.0,111.0,NOUN
15491,2014,South Africa,battle,1.0,400,0.0025,6,111.0,111.0,NOUN
15492,2015,South Africa,battle,0.0,580,0.0,6,111.0,111.0,NOUN
15493,2016,South Africa,battle,5.0,1010,0.0049504950495049506,6,111.0,111.0,NOUN
15494,2017,South Africa,battle,5.0,2320,0.0021551724137931034,6,111.0,111.0,NOUN
15495,2018,South Africa,battle,21.0,3204,0.006554307116104869,6,111.0,111.0,NOUN
15496,2019,South Africa,battle,20.0,3582,0.005583472920156337,6,111.0,111.0,NOUN
15497,2020,South Africa,battle,10.0,3882,0.002575991756826378,6,111.0,111.0,NOUN
15498,2021,South Africa,battle,14.0,2553,0.005483744614179397,6,111.0,111.0,NOUN
17719,2005,South Africa,doctor,0.0,1,0.0,6,113.0,113.0,NOUN
17720,2006,South Africa,doctor,0.0,1,0.0,6,113.0,113.0,NOUN
17721,2009,South Africa,doctor,0.0,1,0.0,6,113.0,113.0,NOUN
17722,2010,South Africa,doctor,0.0,64,0.0,6,113.0,113.0,NOUN
17723,2011,South Africa,doctor,0.0,239,0.0,6,113.0,113.0,NOUN
17724,2012,South Africa,doctor,1.0,355,0.0028169014084507044,6,113.0,113.0,NOUN
17725,2013,South Africa,doctor,3.0,402,0.007462686567164179,6,113.0,113.0,NOUN
17726,2014,South Africa,doctor,3.0,400,0.0075,6,113.0,113.0,NOUN
17727,2015,South Africa,doctor,2.0,580,0.0034482758620689655,6,113.0,113.0,NOUN
17728,2016,South Africa,doctor,3.0,1010,0.0029702970297029703,6,113.0,113.0,NOUN
17729,2017,South Africa,doctor,5.0,2320,0.0021551724137931034,6,113.0,113.0,NOUN
17730,2018,South Africa,doctor,17.0,3204,0.005305867665418227,6,113.0,113.0,NOUN
17731,2019,South Africa,doctor,20.0,3582,0.005583472920156337,6,113.0,113.0,NOUN
17732,2020,South Africa,doctor,23.0,3882,0.00592478104070067,6,113.0,113.0,NOUN
17733,2021,South Africa,doctor,14.0,2553,0.005483744614179397,6,113.0,113.0,NOUN
18304,2005,South Africa,fall,0.0,1,0.0,4,114.0,114.0,VERB
18305,2006,South Africa,fall,0.0,1,0.0,4,114.0,114.0,VERB
18306,2009,South Africa,fall,0.0,1,0.0,4,114.0,114.0,VERB
18307,2010,South Africa,fall,0.0,64,0.0,4,114.0,114.0,VERB
18308,2011,South Africa,fall,0.0,239,0.0,4,114.0,114.0,VERB
18309,2012,South Africa,fall,2.0,355,0.005633802816901409,4,114.0,114.0,VERB
18310,2013,South Africa,fall,4.0,402,0.009950248756218905,4,114.0,114.0,VERB
18311,2014,South Africa,fall,0.0,400,0.0,4,114.0,114.0,VERB
18312,2015,South Africa,fall,10.0,580,0.017241379310344827,4,114.0,114.0,VERB
18313,2016,South Africa,fall,5.0,1010,0.0049504950495049506,4,114.0,114.0,VERB
18314,2017,South Africa,fall,11.0,2320,0.0047413793103448275,4,114.0,114.0,VERB
18315,2018,South Africa,fall,27.0,3204,0.008426966292134831,4,114.0,114.0,VERB
18316,2019,South Africa,fall,17.0,3582,0.004745951982132886,4,114.0,114.0,VERB
18317,2020,South Africa,fall,19.0,3882,0.004894384337970119,4,114.0,114.0,VERB
18318,2021,South Africa,fall,14.0,2553,0.005483744614179397,4,114.0,114.0,VERB
18439,2005,South Africa,fear,0.0,1,0.0,4,115.0,115.0,VERB
18440,2006,South Africa,fear,0.0,1,0.0,4,115.0,115.0,VERB
18441,2009,South Africa,fear,0.0,1,0.0,4,115.0,115.0,VERB
18442,2010,South Africa,fear,0.0,64,0.0,4,115.0,115.0,VERB
18443,2011,South Africa,fear,2.0,239,0.008368200836820083,4,115.0,115.0,VERB
18444,2012,South Africa,fear,1.0,355,0.0028169014084507044,4,115.0,115.0,VERB
18445,2013,South Africa,fear,0.0,402,0.0,4,115.0,115.0,VERB
18446,2014,South Africa,fear,6.0,400,0.015,4,115.0,115.0,VERB
18447,2015,South Africa,fear,5.0,580,0.008620689655172414,4,115.0,115.0,VERB
18448,2016,South Africa,fear,4.0,1010,0.0039603960396039604,4,115.0,115.0,VERB
18449,2017,South Africa,fear,15.0,2320,0.00646551724137931,4,115.0,115.0,VERB
18450,2018,South Africa,fear,25.0,3204,0.007802746566791511,4,115.0,115.0,VERB
18451,2019,South Africa,fear,13.0,3582,0.0036292573981016193,4,115.0,115.0,VERB
18452,2020,South Africa,fear,21.0,3882,0.005409582689335394,4,115.0,115.0,VERB
18453,2021,South Africa,fear,14.0,2553,0.005483744614179397,4,115.0,115.0,VERB
20899,2005,South Africa,law,0.0,1,0.0,3,117.0,117.0,NOUN
20900,2006,South Africa,law,0.0,1,0.0,3,117.0,117.0,NOUN
20901,2009,South Africa,law,0.0,1,0.0,3,117.0,117.0,NOUN
20902,2010,South Africa,law,0.0,64,0.0,3,117.0,117.0,NOUN
20903,2011,South Africa,law,1.0,239,0.0041841004184100415,3,117.0,117.0,NOUN
20904,2012,South Africa,law,0.0,355,0.0,3,117.0,117.0,NOUN
20905,2013,South Africa,law,1.0,402,0.0024875621890547263,3,117.0,117.0,NOUN
20906,2014,South Africa,law,2.0,400,0.005,3,117.0,117.0,NOUN
20907,2015,South Africa,law,0.0,580,0.0,3,117.0,117.0,NOUN
20908,2016,South Africa,law,2.0,1010,0.0019801980198019802,3,117.0,117.0,NOUN
20909,2017,South Africa,law,10.0,2320,0.004310344827586207,3,117.0,117.0,NOUN
20910,2018,South Africa,law,11.0,3204,0.003433208489388265,3,117.0,117.0,NOUN
20911,2019,South Africa,law,14.0,3582,0.003908431044109436,3,117.0,117.0,NOUN
20912,2020,South Africa,law,18.0,3882,0.00463678516228748,3,117.0,117.0,NOUN
20913,2021,South Africa,law,14.0,2553,0.005483744614179397,3,117.0,117.0,NOUN
24214,2005,South Africa,rule,0.0,1,0.0,4,121.0,121.0,NOUN
24215,2006,South Africa,rule,0.0,1,0.0,4,121.0,121.0,NOUN
24216,2009,South Africa,rule,0.0,1,0.0,4,121.0,121.0,NOUN
24217,2010,South Africa,rule,0.0,64,0.0,4,121.0,121.0,NOUN
24218,2011,South Africa,rule,1.0,239,0.0041841004184100415,4,121.0,121.0,NOUN
24219,2012,South Africa,rule,1.0,355,0.0028169014084507044,4,121.0,121.0,NOUN
24220,2013,South Africa,rule,0.0,402,0.0,4,121.0,121.0,NOUN
24221,2014,South Africa,rule,1.0,400,0.0025,4,121.0,121.0,NOUN
24222,2015,South Africa,rule,0.0,580,0.0,4,121.0,121.0,NOUN
24223,2016,South Africa,rule,1.0,1010,0.0009900990099009901,4,121.0,121.0,NOUN
24224,2017,South Africa,rule,4.0,2320,0.0017241379310344827,4,121.0,121.0,NOUN
24225,2018,South Africa,rule,12.0,3204,0.003745318352059925,4,121.0,121.0,NOUN
24226,2019,South Africa,rule,13.0,3582,0.0036292573981016193,4,121.0,121.0,NOUN
24227,2020,South Africa,rule,13.0,3882,0.0033487892838742917,4,121.0,121.0,NOUN
24228,2021,South Africa,rule,14.0,2553,0.005483744614179397,4,121.0,121.0,NOUN
20974,2005,South Africa,leader,0.0,1,0.0,6,124.0,124.0,NOUN
20975,2006,South Africa,leader,0.0,1,0.0,6,124.0,124.0,NOUN
20976,2009,South Africa,leader,0.0,1,0.0,6,124.0,124.0,NOUN
20977,2010,South Africa,leader,0.0,64,0.0,6,124.0,124.0,NOUN
20978,2011,South Africa,leader,1.0,239,0.0041841004184100415,6,124.0,124.0,NOUN
20979,2012,South Africa,leader,1.0,355,0.0028169014084507044,6,124.0,124.0,NOUN
20980,2013,South Africa,leader,1.0,402,0.0024875621890547263,6,124.0,124.0,NOUN
20981,2014,South Africa,leader,2.0,400,0.005,6,124.0,124.0,NOUN
20982,2015,South Africa,leader,3.0,580,0.005172413793103448,6,124.0,124.0,NOUN
20983,2016,South Africa,leader,2.0,1010,0.0019801980198019802,6,124.0,124.0,NOUN
20984,2017,South Africa,leader,5.0,2320,0.0021551724137931034,6,124.0,124.0,NOUN
20985,2018,South Africa,leader,16.0,3204,0.004993757802746567,6,124.0,124.0,NOUN
20986,2019,South Africa,leader,16.0,3582,0.00446677833612507,6,124.0,124.0,NOUN
20987,2020,South Africa,leader,12.0,3882,0.0030911901081916537,6,124.0,124.0,NOUN
20988,2021,South Africa,leader,13.0,2553,0.0050920485703094395,6,124.0,124.0,NOUN
24094,2005,South Africa,river,0.0,1,0.0,5,127.0,127.0,NOUN
24095,2006,South Africa,river,0.0,1,0.0,5,127.0,127.0,NOUN
24096,2009,South Africa,river,0.0,1,0.0,5,127.0,127.0,NOUN
24097,2010,South Africa,river,0.0,64,0.0,5,127.0,127.0,NOUN
24098,2011,South Africa,river,0.0,239,0.0,5,127.0,127.0,NOUN
24099,2012,South Africa,river,0.0,355,0.0,5,127.0,127.0,NOUN
24100,2013,South Africa,river,0.0,402,0.0,5,127.0,127.0,NOUN
24101,2014,South Africa,river,0.0,400,0.0,5,127.0,127.0,NOUN
24102,2015,South Africa,river,0.0,580,0.0,5,127.0,127.0,NOUN
24103,2016,South Africa,river,5.0,1010,0.0049504950495049506,5,127.0,127.0,NOUN
24104,2017,South Africa,river,12.0,2320,0.005172413793103448,5,127.0,127.0,NOUN
24105,2018,South Africa,river,7.0,3204,0.002184769038701623,5,127.0,127.0,NOUN
24106,2019,South Africa,river,15.0,3582,0.0041876046901172526,5,127.0,127.0,NOUN
24107,2020,South Africa,river,16.0,3882,0.004121586810922205,5,127.0,127.0,NOUN
24108,2021,South Africa,river,13.0,2553,0.0050920485703094395,5,127.0,127.0,NOUN
25699,2005,South Africa,survive,0.0,1,0.0,7,129.0,129.0,VERB
25700,2006,South Africa,survive,0.0,1,0.0,7,129.0,129.0,VERB
25701,2009,South Africa,survive,0.0,1,0.0,7,129.0,129.0,VERB
25702,2010,South Africa,survive,0.0,64,0.0,7,129.0,129.0,VERB
25703,2011,South Africa,survive,1.0,239,0.0041841004184100415,7,129.0,129.0,VERB
25704,2012,South Africa,survive,1.0,355,0.0028169014084507044,7,129.0,129.0,VERB
25705,2013,South Africa,survive,2.0,402,0.004975124378109453,7,129.0,129.0,VERB
25706,2014,South Africa,survive,1.0,400,0.0025,7,129.0,129.0,VERB
25707,2015,South Africa,survive,1.0,580,0.0017241379310344827,7,129.0,129.0,VERB
25708,2016,South Africa,survive,2.0,1010,0.0019801980198019802,7,129.0,129.0,VERB
25709,2017,South Africa,survive,11.0,2320,0.0047413793103448275,7,129.0,129.0,VERB
25710,2018,South Africa,survive,5.0,3204,0.001560549313358302,7,129.0,129.0,VERB
25711,2019,South Africa,survive,9.0,3582,0.002512562814070352,7,129.0,129.0,VERB
25712,2020,South Africa,survive,15.0,3882,0.0038639876352395673,7,129.0,129.0,VERB
25713,2021,South Africa,survive,13.0,2553,0.0050920485703094395,7,129.0,129.0,VERB
17014,2005,South Africa,community,0.0,1,0.0,9,132.0,132.0,NOUN
17015,2006,South Africa,community,0.0,1,0.0,9,132.0,132.0,NOUN
17016,2009,South Africa,community,0.0,1,0.0,9,132.0,132.0,NOUN
17017,2010,South Africa,community,0.0,64,0.0,9,132.0,132.0,NOUN
17018,2011,South Africa,community,0.0,239,0.0,9,132.0,132.0,NOUN
17019,2012,South Africa,community,0.0,355,0.0,9,132.0,132.0,NOUN
