,year,country,word,frequency,count,freq_prop_headlines,word_len,freq_rank,hfreq_rank,word_type
8875,2006,India,nurse,0.0,102,0.0,5,54.0,54.0,NOUN
8876,2007,India,nurse,1.0,248,0.004032258064516129,5,54.0,54.0,NOUN
8877,2008,India,nurse,0.0,684,0.0,5,54.0,54.0,NOUN
8878,2009,India,nurse,3.0,1178,0.0025466893039049238,5,54.0,54.0,NOUN
8879,2010,India,nurse,0.0,1584,0.0,5,54.0,54.0,NOUN
8880,2011,India,nurse,2.0,2438,0.0008203445447087777,5,54.0,54.0,NOUN
8881,2012,India,nurse,1.0,3634,0.000275178866263071,5,54.0,54.0,NOUN
8882,2013,India,nurse,3.0,4910,0.0006109979633401223,5,54.0,54.0,NOUN
8883,2014,India,nurse,5.0,7502,0.0006664889362836577,5,54.0,54.0,NOUN
8884,2015,India,nurse,15.0,10532,0.001424230915305735,5,54.0,54.0,NOUN
8885,2016,India,nurse,7.0,14012,0.0004995717956037682,5,54.0,54.0,NOUN
8886,2017,India,nurse,14.0,17097,0.0008188571094344037,5,54.0,54.0,NOUN
8887,2018,India,nurse,21.0,19170,0.0010954616588419405,5,54.0,54.0,NOUN
8888,2019,India,nurse,20.0,20849,0.0009592786224758981,5,54.0,54.0,NOUN
8889,2020,India,nurse,46.0,21942,0.0020964360587002098,5,54.0,54.0,NOUN
8890,2021,India,nurse,19.0,12622,0.0015053081920456345,5,54.0,54.0,NOUN
2686,2005,India,color,0.0,86,0.0,5,58.0,58.0,NOUN
2687,2006,India,color,0.0,102,0.0,5,58.0,58.0,NOUN
2688,2007,India,color,0.0,248,0.0,5,58.0,58.0,NOUN
2689,2008,India,color,0.0,684,0.0,5,58.0,58.0,NOUN
2690,2009,India,color,0.0,1178,0.0,5,58.0,58.0,NOUN
2691,2010,India,color,0.0,1584,0.0,5,58.0,58.0,NOUN
2692,2011,India,color,0.0,2438,0.0,5,58.0,58.0,NOUN
2693,2012,India,color,2.0,3634,0.000550357732526142,5,58.0,58.0,NOUN
2694,2013,India,color,0.0,4910,0.0,5,58.0,58.0,NOUN
2695,2014,India,color,4.0,7502,0.0005331911490269261,5,58.0,58.0,NOUN
2696,2015,India,color,8.0,10532,0.0007595898214963919,5,58.0,58.0,NOUN
2697,2016,India,color,18.0,14012,0.001284613188695404,5,58.0,58.0,NOUN
2698,2017,India,color,20.0,17097,0.0011697958706205767,5,58.0,58.0,NOUN
2699,2018,India,color,16.0,19170,0.0008346374543557642,5,58.0,58.0,NOUN
2700,2019,India,color,34.0,20849,0.0016307736582090269,5,58.0,58.0,NOUN
2701,2020,India,color,53.0,21942,0.0024154589371980675,5,58.0,58.0,NOUN
2702,2021,India,color,17.0,12622,0.001346854698146094,5,58.0,58.0,NOUN
8177,2005,India,metoo,0.0,86,0.0,5,62.0,62.0,NOUN
8178,2006,India,metoo,0.0,102,0.0,5,62.0,62.0,NOUN
8179,2007,India,metoo,0.0,248,0.0,5,62.0,62.0,NOUN
8180,2008,India,metoo,0.0,684,0.0,5,62.0,62.0,NOUN
8181,2009,India,metoo,0.0,1178,0.0,5,62.0,62.0,NOUN
8182,2010,India,metoo,0.0,1584,0.0,5,62.0,62.0,NOUN
8183,2011,India,metoo,0.0,2438,0.0,5,62.0,62.0,NOUN
8184,2012,India,metoo,0.0,3634,0.0,5,62.0,62.0,NOUN
8185,2013,India,metoo,0.0,4910,0.0,5,62.0,62.0,NOUN
8186,2014,India,metoo,0.0,7502,0.0,5,62.0,62.0,NOUN
8187,2015,India,metoo,0.0,10532,0.0,5,62.0,62.0,NOUN
8188,2016,India,metoo,0.0,14012,0.0,5,62.0,62.0,NOUN
8189,2017,India,metoo,29.0,17097,0.0016962040123998361,5,62.0,62.0,NOUN
8190,2018,India,metoo,263.0,19170,0.013719353155972874,5,62.0,62.0,NOUN
8191,2019,India,metoo,53.0,20849,0.00254208834956113,5,62.0,62.0,NOUN
8192,2020,India,metoo,20.0,21942,0.0009114939385653086,5,62.0,62.0,NOUN
8193,2021,India,metoo,15.0,12622,0.0011884012042465537,5,62.0,62.0,NOUN
12971,2005,India,temple,0.0,86,0.0,6,64.0,64.0,NOUN
12972,2006,India,temple,0.0,102,0.0,6,64.0,64.0,NOUN
12973,2007,India,temple,1.0,248,0.004032258064516129,6,64.0,64.0,NOUN
12974,2008,India,temple,1.0,684,0.0014619883040935672,6,64.0,64.0,NOUN
12975,2009,India,temple,0.0,1178,0.0,6,64.0,64.0,NOUN
12976,2010,India,temple,0.0,1584,0.0,6,64.0,64.0,NOUN
12977,2011,India,temple,3.0,2438,0.0012305168170631665,6,64.0,64.0,NOUN
12978,2012,India,temple,2.0,3634,0.000550357732526142,6,64.0,64.0,NOUN
12979,2013,India,temple,8.0,4910,0.001629327902240326,6,64.0,64.0,NOUN
12980,2014,India,temple,9.0,7502,0.0011996800853105837,6,64.0,64.0,NOUN
12981,2015,India,temple,23.0,10532,0.002183820736802127,6,64.0,64.0,NOUN
12982,2016,India,temple,93.0,14012,0.00663716814159292,6,64.0,64.0,NOUN
12983,2017,India,temple,30.0,17097,0.001754693805930865,6,64.0,64.0,NOUN
12984,2018,India,temple,106.0,19170,0.005529473135106938,6,64.0,64.0,NOUN
12985,2019,India,temple,84.0,20849,0.004028970214398772,6,64.0,64.0,NOUN
12986,2020,India,temple,24.0,21942,0.0010937927262783702,6,64.0,64.0,NOUN
12987,2021,India,temple,15.0,12622,0.0011884012042465537,6,64.0,64.0,NOUN
3621,2005,India,drag,0.0,86,0.0,4,65.0,65.0,VERB
3622,2006,India,drag,0.0,102,0.0,4,65.0,65.0,VERB
3623,2007,India,drag,0.0,248,0.0,4,65.0,65.0,VERB
3624,2008,India,drag,2.0,684,0.0029239766081871343,4,65.0,65.0,VERB
3625,2009,India,drag,1.0,1178,0.0008488964346349745,4,65.0,65.0,VERB
3626,2010,India,drag,0.0,1584,0.0,4,65.0,65.0,VERB
3627,2011,India,drag,3.0,2438,0.0012305168170631665,4,65.0,65.0,VERB
3628,2012,India,drag,1.0,3634,0.000275178866263071,4,65.0,65.0,VERB
3629,2013,India,drag,3.0,4910,0.0006109979633401223,4,65.0,65.0,VERB
3630,2014,India,drag,9.0,7502,0.0011996800853105837,4,65.0,65.0,VERB
3631,2015,India,drag,12.0,10532,0.001139384732244588,4,65.0,65.0,VERB
3632,2016,India,drag,27.0,14012,0.0019269197830431059,4,65.0,65.0,VERB
3633,2017,India,drag,27.0,17097,0.0015792244253377786,4,65.0,65.0,VERB
3634,2018,India,drag,33.0,19170,0.0017214397496087637,4,65.0,65.0,VERB
3635,2019,India,drag,36.0,20849,0.0017267015204566166,4,65.0,65.0,VERB
3636,2020,India,drag,38.0,21942,0.0017318384832740862,4,65.0,65.0,VERB
3637,2021,India,drag,14.0,12622,0.0011091744572967834,4,65.0,65.0,VERB
10200,2005,India,racist,0.0,86,0.0,6,67.0,67.0,ADJ
10201,2006,India,racist,0.0,102,0.0,6,67.0,67.0,ADJ
10202,2007,India,racist,1.0,248,0.004032258064516129,6,67.0,67.0,ADJ
10203,2008,India,racist,1.0,684,0.0014619883040935672,6,67.0,67.0,ADJ
10204,2009,India,racist,1.0,1178,0.0008488964346349745,6,67.0,67.0,ADJ
10205,2010,India,racist,0.0,1584,0.0,6,67.0,67.0,ADJ
10206,2011,India,racist,0.0,2438,0.0,6,67.0,67.0,ADJ
10207,2012,India,racist,4.0,3634,0.001100715465052284,6,67.0,67.0,ADJ
10208,2013,India,racist,9.0,4910,0.0018329938900203666,6,67.0,67.0,ADJ
10209,2014,India,racist,3.0,7502,0.0003998933617701946,6,67.0,67.0,ADJ
10210,2015,India,racist,10.0,10532,0.0009494872768704899,6,67.0,67.0,ADJ
10211,2016,India,racist,5.0,14012,0.00035683699685983445,6,67.0,67.0,ADJ
10212,2017,India,racist,18.0,17097,0.001052816283558519,6,67.0,67.0,ADJ
10213,2018,India,racist,22.0,19170,0.0011476264997391757,6,67.0,67.0,ADJ
10214,2019,India,racist,22.0,20849,0.0010552064847234878,6,67.0,67.0,ADJ
10215,2020,India,racist,48.0,21942,0.0021875854525567405,6,67.0,67.0,ADJ
10216,2021,India,racist,13.0,12622,0.0010299477103470132,6,67.0,67.0,ADJ
10744,2005,India,ring,1.0,86,0.011627906976744186,4,68.0,68.0,NOUN
10745,2006,India,ring,0.0,102,0.0,4,68.0,68.0,NOUN
10746,2007,India,ring,1.0,248,0.004032258064516129,4,68.0,68.0,NOUN
10747,2008,India,ring,1.0,684,0.0014619883040935672,4,68.0,68.0,NOUN
10748,2009,India,ring,3.0,1178,0.0025466893039049238,4,68.0,68.0,NOUN
10749,2010,India,ring,0.0,1584,0.0,4,68.0,68.0,NOUN
10750,2011,India,ring,3.0,2438,0.0012305168170631665,4,68.0,68.0,NOUN
10751,2012,India,ring,6.0,3634,0.001651073197578426,4,68.0,68.0,NOUN
10752,2013,India,ring,8.0,4910,0.001629327902240326,4,68.0,68.0,NOUN
10753,2014,India,ring,9.0,7502,0.0011996800853105837,4,68.0,68.0,NOUN
10754,2015,India,ring,18.0,10532,0.001709077098366882,4,68.0,68.0,NOUN
10755,2016,India,ring,14.0,14012,0.0009991435912075363,4,68.0,68.0,NOUN
10756,2017,India,ring,30.0,17097,0.001754693805930865,4,68.0,68.0,NOUN
10757,2018,India,ring,27.0,19170,0.0014084507042253522,4,68.0,68.0,NOUN
10758,2019,India,ring,50.0,20849,0.0023981965561897453,4,68.0,68.0,NOUN
10759,2020,India,ring,19.0,21942,0.0008659192416370431,4,68.0,68.0,NOUN
10760,2021,India,ring,13.0,12622,0.0010299477103470132,4,68.0,68.0,NOUN
272,2005,India,album,0.0,86,0.0,5,70.0,70.0,NOUN
273,2006,India,album,0.0,102,0.0,5,70.0,70.0,NOUN
274,2007,India,album,0.0,248,0.0,5,70.0,70.0,NOUN
275,2008,India,album,0.0,684,0.0,5,70.0,70.0,NOUN
276,2009,India,album,4.0,1178,0.003395585738539898,5,70.0,70.0,NOUN
277,2010,India,album,0.0,1584,0.0,5,70.0,70.0,NOUN
278,2011,India,album,6.0,2438,0.002461033634126333,5,70.0,70.0,NOUN
279,2012,India,album,5.0,3634,0.001375894331315355,5,70.0,70.0,NOUN
280,2013,India,album,7.0,4910,0.0014256619144602852,5,70.0,70.0,NOUN
281,2014,India,album,9.0,7502,0.0011996800853105837,5,70.0,70.0,NOUN
282,2015,India,album,20.0,10532,0.0018989745537409798,5,70.0,70.0,NOUN
283,2016,India,album,19.0,14012,0.0013559805880673707,5,70.0,70.0,NOUN
284,2017,India,album,6.0,17097,0.00035093876118617303,5,70.0,70.0,NOUN
285,2018,India,album,8.0,19170,0.0004173187271778821,5,70.0,70.0,NOUN
286,2019,India,album,16.0,20849,0.0007674228979807185,5,70.0,70.0,NOUN
287,2020,India,album,26.0,21942,0.0011849421201349012,5,70.0,70.0,NOUN
288,2021,India,album,12.0,12622,0.0009507209633972429,5,70.0,70.0,NOUN
6919,2005,India,kidnapping,0.0,86,0.0,10,72.0,72.0,NOUN
6920,2006,India,kidnapping,0.0,102,0.0,10,72.0,72.0,NOUN
6921,2007,India,kidnapping,0.0,248,0.0,10,72.0,72.0,NOUN
6922,2008,India,kidnapping,0.0,684,0.0,10,72.0,72.0,NOUN
6923,2009,India,kidnapping,0.0,1178,0.0,10,72.0,72.0,NOUN
6924,2010,India,kidnapping,0.0,1584,0.0,10,72.0,72.0,NOUN
6925,2011,India,kidnapping,1.0,2438,0.00041017227235438887,10,72.0,72.0,NOUN
6926,2012,India,kidnapping,1.0,3634,0.000275178866263071,10,72.0,72.0,NOUN
6927,2013,India,kidnapping,8.0,4910,0.001629327902240326,10,72.0,72.0,NOUN
6928,2014,India,kidnapping,3.0,7502,0.0003998933617701946,10,72.0,72.0,NOUN
6929,2015,India,kidnapping,0.0,10532,0.0,10,72.0,72.0,NOUN
6930,2016,India,kidnapping,7.0,14012,0.0004995717956037682,10,72.0,72.0,NOUN
6931,2017,India,kidnapping,6.0,17097,0.00035093876118617303,10,72.0,72.0,NOUN
6932,2018,India,kidnapping,14.0,19170,0.0007303077725612937,10,72.0,72.0,NOUN
6933,2019,India,kidnapping,20.0,20849,0.0009592786224758981,10,72.0,72.0,NOUN
6934,2020,India,kidnapping,15.0,21942,0.0006836204539239814,10,72.0,72.0,NOUN
6935,2021,India,kidnapping,12.0,12622,0.0009507209633972429,10,72.0,72.0,NOUN
4335,2005,India,fatally,0.0,86,0.0,7,73.0,73.0,ADV
4336,2006,India,fatally,0.0,102,0.0,7,73.0,73.0,ADV
4337,2007,India,fatally,0.0,248,0.0,7,73.0,73.0,ADV
4338,2008,India,fatally,0.0,684,0.0,7,73.0,73.0,ADV
4339,2009,India,fatally,0.0,1178,0.0,7,73.0,73.0,ADV
4340,2010,India,fatally,0.0,1584,0.0,7,73.0,73.0,ADV
4341,2011,India,fatally,1.0,2438,0.00041017227235438887,7,73.0,73.0,ADV
4342,2012,India,fatally,3.0,3634,0.000825536598789213,7,73.0,73.0,ADV
4343,2013,India,fatally,5.0,4910,0.0010183299389002036,7,73.0,73.0,ADV
4344,2014,India,fatally,4.0,7502,0.0005331911490269261,7,73.0,73.0,ADV
4345,2015,India,fatally,4.0,10532,0.00037979491074819596,7,73.0,73.0,ADV
4346,2016,India,fatally,10.0,14012,0.0007136739937196689,7,73.0,73.0,ADV
4347,2017,India,fatally,6.0,17097,0.00035093876118617303,7,73.0,73.0,ADV
4348,2018,India,fatally,9.0,19170,0.00046948356807511736,7,73.0,73.0,ADV
4349,2019,India,fatally,7.0,20849,0.00033574751786656437,7,73.0,73.0,ADV
4350,2020,India,fatally,14.0,21942,0.000638045756995716,7,73.0,73.0,ADV
4351,2021,India,fatally,11.0,12622,0.0008714942164474727,7,73.0,73.0,ADV
13226,2005,India,toddler,0.0,86,0.0,7,75.0,75.0,NOUN
13227,2006,India,toddler,0.0,102,0.0,7,75.0,75.0,NOUN
13228,2007,India,toddler,0.0,248,0.0,7,75.0,75.0,NOUN
13229,2008,India,toddler,0.0,684,0.0,7,75.0,75.0,NOUN
13230,2009,India,toddler,1.0,1178,0.0008488964346349745,7,75.0,75.0,NOUN
13231,2010,India,toddler,0.0,1584,0.0,7,75.0,75.0,NOUN
13232,2011,India,toddler,4.0,2438,0.0016406890894175555,7,75.0,75.0,NOUN
13233,2012,India,toddler,11.0,3634,0.003026967528893781,7,75.0,75.0,NOUN
13234,2013,India,toddler,9.0,4910,0.0018329938900203666,7,75.0,75.0,NOUN
13235,2014,India,toddler,7.0,7502,0.0009330845107971208,7,75.0,75.0,NOUN
13236,2015,India,toddler,10.0,10532,0.0009494872768704899,7,75.0,75.0,NOUN
13237,2016,India,toddler,16.0,14012,0.0011418783899514702,7,75.0,75.0,NOUN
13238,2017,India,toddler,12.0,17097,0.0007018775223723461,7,75.0,75.0,NOUN
13239,2018,India,toddler,14.0,19170,0.0007303077725612937,7,75.0,75.0,NOUN
13240,2019,India,toddler,36.0,20849,0.0017267015204566166,7,75.0,75.0,NOUN
13241,2020,India,toddler,36.0,21942,0.0016406890894175555,7,75.0,75.0,NOUN
13242,2021,India,toddler,11.0,12622,0.0008714942164474727,7,75.0,75.0,NOUN
3400,2005,India,deputy,0.0,86,0.0,6,76.0,76.0,NOUN
3401,2006,India,deputy,0.0,102,0.0,6,76.0,76.0,NOUN
3402,2007,India,deputy,0.0,248,0.0,6,76.0,76.0,NOUN
3403,2008,India,deputy,1.0,684,0.0014619883040935672,6,76.0,76.0,NOUN
3404,2009,India,deputy,0.0,1178,0.0,6,76.0,76.0,NOUN
3405,2010,India,deputy,0.0,1584,0.0,6,76.0,76.0,NOUN
3406,2011,India,deputy,0.0,2438,0.0,6,76.0,76.0,NOUN
3407,2012,India,deputy,1.0,3634,0.000275178866263071,6,76.0,76.0,NOUN
3408,2013,India,deputy,2.0,4910,0.0004073319755600815,6,76.0,76.0,NOUN
3409,2014,India,deputy,6.0,7502,0.0007997867235403892,6,76.0,76.0,NOUN
3410,2015,India,deputy,6.0,10532,0.000569692366122294,6,76.0,76.0,NOUN
3411,2016,India,deputy,8.0,14012,0.0005709391949757351,6,76.0,76.0,NOUN
3412,2017,India,deputy,7.0,17097,0.00040942855471720184,6,76.0,76.0,NOUN
3413,2018,India,deputy,4.0,19170,0.00020865936358894105,6,76.0,76.0,NOUN
3414,2019,India,deputy,18.0,20849,0.0008633507602283083,6,76.0,76.0,NOUN
3415,2020,India,deputy,17.0,21942,0.0007747698477805123,6,76.0,76.0,NOUN
3416,2021,India,deputy,10.0,12622,0.0007922674694977025,6,76.0,76.0,NOUN
10846,2005,India,robbery,0.0,86,0.0,7,78.0,78.0,NOUN
10847,2006,India,robbery,0.0,102,0.0,7,78.0,78.0,NOUN
10848,2007,India,robbery,0.0,248,0.0,7,78.0,78.0,NOUN
10849,2008,India,robbery,0.0,684,0.0,7,78.0,78.0,NOUN
10850,2009,India,robbery,0.0,1178,0.0,7,78.0,78.0,NOUN
10851,2010,India,robbery,0.0,1584,0.0,7,78.0,78.0,NOUN
10852,2011,India,robbery,0.0,2438,0.0,7,78.0,78.0,NOUN
10853,2012,India,robbery,2.0,3634,0.000550357732526142,7,78.0,78.0,NOUN
10854,2013,India,robbery,1.0,4910,0.00020366598778004074,7,78.0,78.0,NOUN
10855,2014,India,robbery,0.0,7502,0.0,7,78.0,78.0,NOUN
10856,2015,India,robbery,2.0,10532,0.00018989745537409798,7,78.0,78.0,NOUN
10857,2016,India,robbery,5.0,14012,0.00035683699685983445,7,78.0,78.0,NOUN
10858,2017,India,robbery,10.0,17097,0.0005848979353102883,7,78.0,78.0,NOUN
10859,2018,India,robbery,4.0,19170,0.00020865936358894105,7,78.0,78.0,NOUN
10860,2019,India,robbery,14.0,20849,0.0006714950357331287,7,78.0,78.0,NOUN
10861,2020,India,robbery,7.0,21942,0.000319022878497858,7,78.0,78.0,NOUN
10862,2021,India,robbery,10.0,12622,0.0007922674694977025,7,78.0,78.0,NOUN
14348,2005,India,wound,0.0,86,0.0,5,81.0,81.0,NOUN
14349,2006,India,wound,0.0,102,0.0,5,81.0,81.0,NOUN
14350,2007,India,wound,0.0,248,0.0,5,81.0,81.0,NOUN
14351,2008,India,wound,0.0,684,0.0,5,81.0,81.0,NOUN
14352,2009,India,wound,0.0,1178,0.0,5,81.0,81.0,NOUN
14353,2010,India,wound,0.0,1584,0.0,5,81.0,81.0,NOUN
14354,2011,India,wound,1.0,2438,0.00041017227235438887,5,81.0,81.0,NOUN
14355,2012,India,wound,0.0,3634,0.0,5,81.0,81.0,NOUN
14356,2013,India,wound,2.0,4910,0.0004073319755600815,5,81.0,81.0,NOUN
14357,2014,India,wound,3.0,7502,0.0003998933617701946,5,81.0,81.0,NOUN
14358,2015,India,wound,4.0,10532,0.00037979491074819596,5,81.0,81.0,NOUN
14359,2016,India,wound,4.0,14012,0.00028546959748786756,5,81.0,81.0,NOUN
14360,2017,India,wound,7.0,17097,0.00040942855471720184,5,81.0,81.0,NOUN
14361,2018,India,wound,3.0,19170,0.00015649452269170578,5,81.0,81.0,NOUN
14362,2019,India,wound,15.0,20849,0.0007194589668569236,5,81.0,81.0,NOUN
14363,2020,India,wound,5.0,21942,0.00022787348464132714,5,81.0,81.0,NOUN
14364,2021,India,wound,7.0,12622,0.0005545872286483917,5,81.0,81.0,NOUN
578,2005,India,apologize,0.0,86,0.0,9,90.0,90.0,VERB
579,2006,India,apologize,0.0,102,0.0,9,90.0,90.0,VERB
580,2007,India,apologize,0.0,248,0.0,9,90.0,90.0,VERB
581,2008,India,apologize,0.0,684,0.0,9,90.0,90.0,VERB
582,2009,India,apologize,0.0,1178,0.0,9,90.0,90.0,VERB
583,2010,India,apologize,0.0,1584,0.0,9,90.0,90.0,VERB
584,2011,India,apologize,1.0,2438,0.00041017227235438887,9,90.0,90.0,VERB
585,2012,India,apologize,3.0,3634,0.000825536598789213,9,90.0,90.0,VERB
586,2013,India,apologize,6.0,4910,0.0012219959266802445,9,90.0,90.0,VERB
587,2014,India,apologize,7.0,7502,0.0009330845107971208,9,90.0,90.0,VERB
588,2015,India,apologize,6.0,10532,0.000569692366122294,9,90.0,90.0,VERB
589,2016,India,apologize,9.0,14012,0.000642306594347702,9,90.0,90.0,VERB
590,2017,India,apologize,13.0,17097,0.0007603673159033748,9,90.0,90.0,VERB
591,2018,India,apologize,8.0,19170,0.0004173187271778821,9,90.0,90.0,VERB
592,2019,India,apologize,16.0,20849,0.0007674228979807185,9,90.0,90.0,VERB
593,2020,India,apologize,14.0,21942,0.000638045756995716,9,90.0,90.0,VERB
594,2021,India,apologize,4.0,12622,0.00031690698779908097,9,90.0,90.0,VERB
1020,2005,India,basketball,0.0,86,0.0,10,91.0,91.0,NOUN
1021,2006,India,basketball,0.0,102,0.0,10,91.0,91.0,NOUN
1022,2007,India,basketball,0.0,248,0.0,10,91.0,91.0,NOUN
1023,2008,India,basketball,1.0,684,0.0014619883040935672,10,91.0,91.0,NOUN
1024,2009,India,basketball,2.0,1178,0.001697792869269949,10,91.0,91.0,NOUN
1025,2010,India,basketball,0.0,1584,0.0,10,91.0,91.0,NOUN
1026,2011,India,basketball,2.0,2438,0.0008203445447087777,10,91.0,91.0,NOUN
1027,2012,India,basketball,3.0,3634,0.000825536598789213,10,91.0,91.0,NOUN
1028,2013,India,basketball,4.0,4910,0.000814663951120163,10,91.0,91.0,NOUN
1029,2014,India,basketball,4.0,7502,0.0005331911490269261,10,91.0,91.0,NOUN
1030,2015,India,basketball,4.0,10532,0.00037979491074819596,10,91.0,91.0,NOUN
1031,2016,India,basketball,6.0,14012,0.00042820439623180134,10,91.0,91.0,NOUN
1032,2017,India,basketball,8.0,17097,0.0004679183482482307,10,91.0,91.0,NOUN
1033,2018,India,basketball,18.0,19170,0.0009389671361502347,10,91.0,91.0,NOUN
1034,2019,India,basketball,15.0,20849,0.0007194589668569236,10,91.0,91.0,NOUN
1035,2020,India,basketball,8.0,21942,0.0003645975754261234,10,91.0,91.0,NOUN
1036,2021,India,basketball,4.0,12622,0.00031690698779908097,10,91.0,91.0,NOUN
9911,2005,India,prosecutor,0.0,86,0.0,10,93.0,93.0,NOUN
9912,2006,India,prosecutor,0.0,102,0.0,10,93.0,93.0,NOUN
9913,2007,India,prosecutor,0.0,248,0.0,10,93.0,93.0,NOUN
9914,2008,India,prosecutor,0.0,684,0.0,10,93.0,93.0,NOUN
9915,2009,India,prosecutor,3.0,1178,0.0025466893039049238,10,93.0,93.0,NOUN
9916,2010,India,prosecutor,0.0,1584,0.0,10,93.0,93.0,NOUN
9917,2011,India,prosecutor,0.0,2438,0.0,10,93.0,93.0,NOUN
9918,2012,India,prosecutor,2.0,3634,0.000550357732526142,10,93.0,93.0,NOUN
9919,2013,India,prosecutor,2.0,4910,0.0004073319755600815,10,93.0,93.0,NOUN
9920,2014,India,prosecutor,3.0,7502,0.0003998933617701946,10,93.0,93.0,NOUN
9921,2015,India,prosecutor,7.0,10532,0.000664641093809343,10,93.0,93.0,NOUN
9922,2016,India,prosecutor,7.0,14012,0.0004995717956037682,10,93.0,93.0,NOUN
9923,2017,India,prosecutor,2.0,17097,0.00011697958706205768,10,93.0,93.0,NOUN
9924,2018,India,prosecutor,3.0,19170,0.00015649452269170578,10,93.0,93.0,NOUN
9925,2019,India,prosecutor,7.0,20849,0.00033574751786656437,10,93.0,93.0,NOUN
9926,2020,India,prosecutor,9.0,21942,0.00041017227235438887,10,93.0,93.0,NOUN
9927,2021,India,prosecutor,4.0,12622,0.00031690698779908097,10,93.0,93.0,NOUN
9367,2005,India,pastor,0.0,86,0.0,6,98.0,98.0,NOUN
9368,2006,India,pastor,0.0,102,0.0,6,98.0,98.0,NOUN
9369,2007,India,pastor,0.0,248,0.0,6,98.0,98.0,NOUN
9370,2008,India,pastor,1.0,684,0.0014619883040935672,6,98.0,98.0,NOUN
9371,2009,India,pastor,0.0,1178,0.0,6,98.0,98.0,NOUN
9372,2010,India,pastor,0.0,1584,0.0,6,98.0,98.0,NOUN
9373,2011,India,pastor,1.0,2438,0.00041017227235438887,6,98.0,98.0,NOUN
9374,2012,India,pastor,2.0,3634,0.000550357732526142,6,98.0,98.0,NOUN
9375,2013,India,pastor,2.0,4910,0.0004073319755600815,6,98.0,98.0,NOUN
9376,2014,India,pastor,1.0,7502,0.00013329778725673153,6,98.0,98.0,NOUN
9377,2015,India,pastor,0.0,10532,0.0,6,98.0,98.0,NOUN
9378,2016,India,pastor,2.0,14012,0.00014273479874393378,6,98.0,98.0,NOUN
9379,2017,India,pastor,6.0,17097,0.00035093876118617303,6,98.0,98.0,NOUN
9380,2018,India,pastor,3.0,19170,0.00015649452269170578,6,98.0,98.0,NOUN
9381,2019,India,pastor,6.0,20849,0.00028778358674276945,6,98.0,98.0,NOUN
9382,2020,India,pastor,7.0,21942,0.000319022878497858,6,98.0,98.0,NOUN
9383,2021,India,pastor,3.0,12622,0.00023768024084931072,6,98.0,98.0,NOUN
11866,2005,India,soccer,0.0,86,0.0,6,99.0,99.0,NOUN
11867,2006,India,soccer,0.0,102,0.0,6,99.0,99.0,NOUN
11868,2007,India,soccer,0.0,248,0.0,6,99.0,99.0,NOUN
11869,2008,India,soccer,0.0,684,0.0,6,99.0,99.0,NOUN
11870,2009,India,soccer,1.0,1178,0.0008488964346349745,6,99.0,99.0,NOUN
11871,2010,India,soccer,0.0,1584,0.0,6,99.0,99.0,NOUN
11872,2011,India,soccer,2.0,2438,0.0008203445447087777,6,99.0,99.0,NOUN
11873,2012,India,soccer,8.0,3634,0.002201430930104568,6,99.0,99.0,NOUN
11874,2013,India,soccer,4.0,4910,0.000814663951120163,6,99.0,99.0,NOUN
11875,2014,India,soccer,4.0,7502,0.0005331911490269261,6,99.0,99.0,NOUN
11876,2015,India,soccer,9.0,10532,0.000854538549183441,6,99.0,99.0,NOUN
11877,2016,India,soccer,12.0,14012,0.0008564087924636027,6,99.0,99.0,NOUN
11878,2017,India,soccer,9.0,17097,0.0005264081417792595,6,99.0,99.0,NOUN
11879,2018,India,soccer,8.0,19170,0.0004173187271778821,6,99.0,99.0,NOUN
11880,2019,India,soccer,22.0,20849,0.0010552064847234878,6,99.0,99.0,NOUN
11881,2020,India,soccer,17.0,21942,0.0007747698477805123,6,99.0,99.0,NOUN
11882,2021,India,soccer,3.0,12622,0.00023768024084931072,6,99.0,99.0,NOUN
11798,2005,India,slain,0.0,86,0.0,5,106.0,106.0,VERB
11799,2006,India,slain,0.0,102,0.0,5,106.0,106.0,VERB
11800,2007,India,slain,0.0,248,0.0,5,106.0,106.0,VERB
11801,2008,India,slain,0.0,684,0.0,5,106.0,106.0,VERB
